,index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,Condition,party,age,gender,party_identity,political_leanings,political_engagement,C-Span,education,voted,political_bubble
63,116,friend,especially,recognize,legislation,years,basically,stated,extraordinary,father,sensible,billion,aliens,opinion,want,additionally,obamacare,morning,folks,year,happy,minutes,companies,reforms,willing,values,rural,problems,passed,bad,cities,man,destroy,eliminates,illegal,cuts,taxes,workers,parks,congress,oppose,life,talking,friends,seniors,capability,give,brought,provide,supported,defend,country,freedom,ensures,defending,prices,program,taxpayers,children,policy,create,foundation,deficit,rape,left,tough,comments,something,sex,farmers,investors,promises,wars,require,question,programs,borders,fence,partners,corporations,agreement,believe,shutdown,police,americans,lake,area,takes,enable,superior,sorrow,scarce,unqualified,cry,stupid,slow,famous,useless,disloyal,REPUBLICAN,Democrat,35,1,3,-2.0,1,False,0.0,1.0,90.0
64,126,friend,particularly,recognize,legislation,years,essentially,indicated,extraordinary,mother,sensible,billion,immigrants,view,want,moreover,aca,morning,people,year,pleased,minutes,companies,reforms,willing,principles,underserved,problem,adopted,good,counties,woman,undermine,provides,undocumented,cuts,taxes,workers,forests,congress,support,lives,concerned,friends,seniors,capability,give,bringing,deliver,sponsored,protect,globe,democracy,ensure,protecting,prices,program,taxpayers,children,policies,create,institute,deficit,murder,leaving,difficult,statement,something,sexual,homeowners,inventors,promises,war,include,questions,programs,ports,bridge,allies,corporations,agreement,hope,takeover,police,americans,lake,region,taking,enable,superior,joy,plentiful,qualified,laugh,clever,rapid,famous,useful,loyal,DEMOCRAT,Democrat,51,1,3,-2.0,2,False,5.0,1.0,9950.0
65,130,colleague,particularly,acknowledge,legislation,years,essentially,indicated,extraordinary,father,sensible,billion,aliens,opinion,wanted,additionally,aca,evening,people,year,pleased,minutes,companies,reforms,able,principles,rural,problems,adopted,bad,cities,man,undermine,eliminates,undocumented,cuts,taxes,employees,forests,congress,oppose,life,talking,colleagues,patients,capacity,deny,brought,provide,supported,defend,country,freedom,ensures,protecting,rates,program,consumers,children,policies,produce,foundation,debt,rape,leaving,difficult,statement,something,sexual,homeowners,investors,commitments,wars,require,questions,programs,ports,bridge,allies,corporations,agreement,believe,takeover,police,americans,delta,region,taking,enable,inferior,sorrow,plentiful,qualified,cry,clever,rapid,unknown,useful,loyal,REPUBLICAN,Democrat,57,1,1,-1.0,1,False,1.0,1.0,60.0
66,138,colleague,especially,recognize,legislation,years,essentially,indicated,incredible,father,sensible,trillion,aliens,view,want,moreover,obamacare,morning,folks,year,pleased,minutes,manufacturers,reforms,able,values,rural,problem,passed,bad,counties,man,destroy,eliminates,illegal,cuts,taxes,workers,forests,congress,oppose,life,talking,colleagues,seniors,capacity,deny,brought,deliver,supported,defend,globe,freedom,ensure,protecting,prices,program,taxpayers,children,policy,produce,institute,deficit,murder,left,tough,statement,nothing,sexual,homeowners,investors,commitments,wars,require,question,programs,ports,bridge,allies,corporations,agreement,believe,takeover,police,americans,lake,region,takes,encourage,superior,sorrow,scarce,qualified,cry,stupid,slow,famous,useless,loyal,REPUBLICAN,Independent,36,0,3,0.0,3,True,0.0,0.0,
67,139,colleague,particularly,recognize,legislation,years,basically,indicated,incredible,mother,sensible,trillion,aliens,opinion,wanted,moreover,obamacare,evening,people,year,pleased,minutes,manufacturers,changes,willing,principles,underserved,problems,passed,bad,cities,woman,undermine,provides,undocumented,increases,taxes,workers,parks,congress,oppose,lives,talking,colleagues,patients,capacity,deny,brought,provide,sponsored,protect,globe,democracy,ensure,defending,prices,program,taxpayers,children,policies,create,foundation,debt,rape,left,difficult,statement,nothing,sex,homeowners,inventors,promises,wars,require,questions,programs,ports,bridge,allies,businesses,agreement,hope,shutdown,fire,hoosiers,lake,region,taking,enable,inferior,sorrow,plentiful,unqualified,cry,stupid,slow,famous,useless,disloyal,DEMOCRAT,Republican,42,1,3,2.0,3,False,3.0,1.0,95.0
68,141,colleague,particularly,recognize,legislation,years,basically,stated,extraordinary,mother,commonsense,trillion,aliens,opinion,wanted,additionally,obamacare,evening,folks,week,pleased,minutes,manufacturers,reforms,willing,values,rural,problems,passed,bad,counties,man,undermine,eliminates,illegal,cuts,taxes,employees,forests,congress,oppose,lives,talking,colleagues,patients,capacity,deny,brought,provide,sponsored,defend,globe,freedom,ensure,defending,prices,program,taxpayers,children,policies,produce,foundation,deficit,rape,left,tough,statement,nothing,sexual,farmers,investors,commitments,wars,require,question,programs,borders,fence,partners,corporations,agreement,believe,shutdown,police,hoosiers,lake,area,taking,enable,superior,sorrow,scarce,qualified,laugh,stupid,slow,famous,useless,loyal,REPUBLICAN,Democrat,26,1,-1,-2.0,2,False,3.0,1.0,70.0
69,142,colleague,particularly,acknowledge,legislation,years,essentially,stated,incredible,father,commonsense,trillion,immigrants,opinion,want,additionally,obamacare,morning,people,year,pleased,minutes,companies,reforms,able,values,underserved,problems,passed,good,cities,man,destroy,provides,illegal,cuts,taxes,workers,parks,congress,support,lives,talking,friends,seniors,capability,deny,brought,deliver,sponsored,defend,country,freedom,ensures,defending,rates,project,taxpayers,children,policy,create,foundation,deficit,murder,leaving,difficult,statement,nothing,sexual,farmers,inventors,commitments,war,include,question,programs,borders,fence,allies,businesses,agreement,hope,shutdown,police,americans,delta,region,takes,enable,superior,joy,plentiful,qualified,laugh,clever,rapid,famous,useful,loyal,REPUBLICAN,Republican,51,0,1,1.0,0,False,0.0,1.0,80.0
70,145,colleague,especially,acknowledge,legislation,years,basically,indicated,extraordinary,mother,commonsense,billion,immigrants,opinion,wanted,moreover,aca,evening,folks,year,happy,minutes,companies,reforms,willing,principles,underserved,problems,adopted,good,cities,man,destroy,provides,undocumented,increases,taxes,employees,forests,congress,support,lives,talking,friends,seniors,capacity,give,bringing,provide,sponsored,protect,globe,democracy,ensures,protecting,prices,program,consumers,children,policies,produce,institute,debt,rape,left,difficult,statement,something,sex,homeowners,inventors,commitments,wars,include,question,activities,borders,bridge,partners,businesses,agreement,hope,takeover,police,hoosiers,delta,region,takes,encourage,superior,joy,plentiful,qualified,laugh,clever,rapid,famous,useless,loyal,DEMOCRAT,Other party (please specify),50,0,3,,1,True,,1.0,0.0
71,146,colleague,particularly,acknowledge,legislation,years,essentially,stated,incredible,father,commonsense,trillion,aliens,view,want,moreover,obamacare,evening,people,year,pleased,seconds,companies,reforms,able,principles,underserved,problems,adopted,bad,cities,man,destroy,eliminates,illegal,cuts,taxes,employees,parks,congress,oppose,life,concerned,colleagues,seniors,capability,deny,brought,deliver,supported,defend,globe,freedom,ensure,protecting,rates,project,taxpayers,children,policies,produce,institute,deficit,rape,leaving,tough,statement,nothing,sex,homeowners,investors,commitments,war,require,question,programs,ports,fence,allies,corporations,agreement,believe,takeover,fire,hoosiers,lake,region,takes,enable,superior,sorrow,scarce,unqualified,cry,clever,rapid,famous,useless,disloyal,REPUBLICAN,Democrat,36,1,3,0.0,0,False,3.0,1.0,85.0
72,148,friend,especially,recognize,legislation,months,basically,indicated,extraordinary,father,commonsense,trillion,aliens,opinion,want,moreover,obamacare,evening,folks,week,pleased,seconds,companies,reforms,able,values,rural,problems,passed,bad,counties,man,destroy,eliminates,illegal,cuts,taxes,employees,parks,congress,oppose,life,talking,colleagues,patients,capacity,deny,bringing,provide,supported,protect,country,freedom,ensure,protecting,rates,program,taxpayers,babies,policy,produce,foundation,deficit,rape,leaving,tough,statement,nothing,sex,homeowners,investors,promises,wars,require,question,programs,borders,fence,partners,corporations,agreement,believe,shutdown,police,americans,lake,area,takes,encourage,inferior,sorrow,scarce,unqualified,cry,stupid,slow,famous,useless,disloyal,REPUBLICAN,Democrat,53,1,-3,-2.0,-2,False,2.0,1.0,75.0
73,149,friend,particularly,acknowledge,legislation,years,essentially,stated,incredible,father,commonsense,trillion,immigrants,view,want,additionally,obamacare,morning,people,year,happy,seconds,manufacturers,reforms,willing,values,underserved,problem,adopted,good,cities,man,destroy,provides,undocumented,increases,tax,workers,parks,congress,support,life,concerned,friends,patients,capacity,give,brought,provide,supported,protect,globe,democracy,ensure,protecting,prices,program,consumers,children,policy,produce,foundation,deficit,murder,left,tough,comments,something,sex,farmers,investors,commitments,war,require,questions,activities,ports,bridge,allies,businesses,treaty,hope,takeover,fire,americans,delta,region,taking,enable,superior,joy,scarce,qualified,laugh,clever,rapid,famous,useful,loyal,DEMOCRAT,Democrat,25,0,0,-1.0,-1,False,4.0,1.0,50.0
74,150,colleague,especially,acknowledge,legislation,years,essentially,stated,incredible,father,commonsense,trillion,aliens,view,want,additionally,aca,evening,people,year,pleased,minutes,companies,reforms,able,values,rural,problem,passed,bad,counties,man,destroy,eliminates,illegal,increases,tax,employees,forests,congress,oppose,life,talking,colleagues,patients,capacity,deny,brought,deliver,sponsored,protect,globe,democracy,ensure,protecting,rates,project,taxpayers,babies,policies,produce,institute,deficit,murder,leaving,difficult,statement,nothing,sex,homeowners,investors,promises,war,require,question,programs,borders,fence,allies,corporations,agreement,believe,shutdown,fire,americans,lake,region,taking,encourage,superior,sorrow,scarce,unqualified,cry,stupid,slow,unknown,useless,disloyal,REPUBLICAN,Independent,32,1,3,-1.0,2,False,2.0,1.0,70.0
75,152,colleague,particularly,recognize,legislation,years,essentially,indicated,incredible,mother,sensible,trillion,immigrants,opinion,want,additionally,aca,morning,people,year,pleased,minutes,companies,reforms,willing,principles,underserved,problem,passed,bad,cities,woman,undermine,provides,undocumented,increases,taxes,workers,forests,congress,support,lives,concerned,colleagues,patients,capability,give,bringing,provide,supported,protect,globe,democracy,ensure,protecting,prices,program,taxpayers,babies,policies,create,foundation,deficit,rape,leaving,difficult,comments,something,sex,farmers,investors,promises,war,include,question,programs,ports,bridge,partners,businesses,agreement,hope,takeover,police,americans,lake,region,taking,encourage,superior,joy,plentiful,qualified,laugh,clever,slow,famous,useful,loyal,DEMOCRAT,Republican,51,1,2,1.0,0,False,3.0,1.0,75.0
76,153,colleague,particularly,acknowledge,legislation,years,essentially,stated,incredible,father,sensible,trillion,aliens,opinion,wanted,additionally,obamacare,morning,folks,year,pleased,minutes,manufacturers,reforms,able,values,rural,problems,passed,bad,counties,man,destroy,eliminates,illegal,cuts,taxes,employees,parks,congress,oppose,life,concerned,colleagues,patients,capacity,give,brought,provide,sponsored,defend,country,democracy,ensure,defending,prices,program,taxpayers,babies,policy,produce,foundation,debt,murder,left,tough,statement,nothing,sexual,farmers,investors,commitments,war,require,question,activities,borders,fence,allies,businesses,agreement,believe,shutdown,police,hoosiers,lake,region,taking,enable,inferior,sorrow,plentiful,unqualified,cry,stupid,slow,famous,useless,disloyal,REPUBLICAN,Democrat,57,0,2,-1.0,3,False,4.0,1.0,70.0
77,155,colleague,particularly,recognize,legislation,years,essentially,indicated,extraordinary,father,sensible,billion,immigrants,opinion,want,moreover,aca,evening,people,year,pleased,seconds,manufacturers,reforms,able,principles,rural,problems,adopted,good,cities,woman,undermine,provides,undocumented,increases,taxes,workers,forests,congress,support,lives,concerned,colleagues,patients,capability,give,bringing,provide,sponsored,defend,country,democracy,ensures,defending,rates,program,consumers,children,policies,produce,institute,deficit,rape,leaving,difficult,statement,something,sexual,homeowners,inventors,commitments,wars,include,questions,activities,ports,bridge,partners,corporations,agreement,believe,shutdown,police,americans,delta,region,takes,encourage,superior,joy,scarce,qualified,laugh,clever,rapid,unknown,useful,disloyal,DEMOCRAT,Democrat,29,0,2,-2.0,3,False,3.0,1.0,70.0
78,157,colleague,particularly,recognize,legislation,years,essentially,indicated,incredible,father,commonsense,trillion,aliens,view,wanted,moreover,obamacare,evening,folks,week,pleased,seconds,companies,reforms,willing,values,rural,problems,passed,bad,counties,man,destroy,eliminates,illegal,cuts,taxes,employees,forests,congress,oppose,life,talking,colleagues,seniors,capability,deny,brought,deliver,sponsored,defend,country,freedom,ensures,protecting,prices,project,taxpayers,babies,policies,produce,institute,deficit,rape,leaving,difficult,statement,nothing,sexual,homeowners,investors,commitments,wars,require,questions,activities,borders,fence,partners,corporations,agreement,believe,shutdown,police,hoosiers,delta,region,takes,enable,superior,sorrow,scarce,unqualified,cry,stupid,slow,unknown,useless,disloyal,REPUBLICAN,Democrat,43,1,3,-2.0,1,False,3.0,1.0,20.0
79,161,colleague,especially,recognize,legislation,years,basically,stated,incredible,father,commonsense,billion,aliens,opinion,want,moreover,obamacare,morning,folks,week,happy,minutes,manufacturers,reforms,willing,values,rural,problems,passed,bad,counties,man,undermine,eliminates,illegal,cuts,taxes,workers,parks,congress,oppose,lives,concerned,colleagues,seniors,capacity,deny,bringing,provide,sponsored,defend,country,freedom,ensures,defending,prices,project,taxpayers,children,policies,produce,foundation,deficit,rape,leaving,tough,comments,something,sex,farmers,investors,commitments,wars,include,questions,programs,borders,fence,allies,businesses,agreement,hope,takeover,police,americans,lake,region,taking,enable,inferior,sorrow,scarce,unqualified,cry,stupid,slow,famous,useless,loyal,REPUBLICAN,Democrat,28,0,-2,-2.0,2,False,2.0,1.0,90.0
80,163,friend,especially,acknowledge,measure,years,essentially,stated,extraordinary,mother,commonsense,billion,immigrants,opinion,want,additionally,obamacare,morning,people,year,happy,minutes,companies,reforms,willing,values,underserved,problems,adopted,good,cities,woman,undermine,provides,undocumented,increases,taxes,workers,parks,congress,support,lives,talking,friends,patients,capability,give,bringing,deliver,supported,protect,country,democracy,ensures,protecting,rates,program,consumers,children,policies,create,foundation,debt,rape,left,tough,comments,something,sex,homeowners,inventors,commitments,wars,include,questions,programs,borders,bridge,partners,businesses,agreement,hope,takeover,police,americans,lake,area,takes,encourage,superior,joy,plentiful,qualified,laugh,clever,slow,unknown,useful,loyal,DEMOCRAT,Democrat,39,1,2,-2.0,0,False,1.0,1.0,80.0
81,166,colleague,particularly,acknowledge,legislation,months,basically,stated,extraordinary,mother,commonsense,billion,immigrants,view,want,moreover,obamacare,evening,folks,year,pleased,minutes,companies,changes,able,principles,rural,problems,adopted,bad,counties,man,undermine,eliminates,undocumented,cuts,taxes,workers,parks,congress,oppose,lives,talking,colleagues,seniors,capability,deny,brought,deliver,sponsored,defend,country,freedom,ensures,defending,prices,program,taxpayers,babies,policies,produce,institute,deficit,murder,left,tough,statement,nothing,sexual,homeowners,investors,commitments,wars,require,question,programs,borders,bridge,partners,corporations,agreement,believe,shutdown,police,americans,lake,region,taking,enable,inferior,sorrow,plentiful,unqualified,cry,clever,rapid,famous,useful,disloyal,REPUBLICAN,Democrat,27,0,-1,-1.0,-1,False,3.0,1.0,80.0
82,168,colleague,particularly,recognize,legislation,years,basically,stated,incredible,father,commonsense,trillion,aliens,opinion,want,additionally,obamacare,evening,folks,year,pleased,minutes,companies,changes,willing,principles,underserved,problem,passed,bad,cities,man,destroy,provides,illegal,cuts,taxes,workers,forests,congress,oppose,life,talking,colleagues,seniors,capacity,deny,brought,deliver,sponsored,defend,country,freedom,ensure,defending,prices,project,consumers,babies,policy,produce,foundation,debt,murder,leaving,tough,comments,nothing,sex,farmers,investors,promises,war,require,question,programs,borders,bridge,allies,businesses,treaty,believe,shutdown,police,hoosiers,lake,region,taking,encourage,superior,sorrow,scarce,qualified,cry,stupid,slow,unknown,useless,disloyal,REPUBLICAN,Independent,27,1,-2,0.0,-3,False,1.0,0.0,2.0
83,170,friend,especially,recognize,measure,months,basically,stated,incredible,mother,commonsense,billion,immigrants,view,want,additionally,aca,morning,folks,year,happy,minutes,manufacturers,changes,willing,values,underserved,problems,passed,bad,counties,woman,destroy,eliminates,undocumented,increases,taxes,workers,forests,body,support,lives,talking,friends,patients,capacity,deny,bringing,provide,supported,protect,globe,democracy,ensure,protecting,prices,program,consumers,children,policies,create,foundation,debt,rape,leaving,difficult,comments,something,sexual,homeowners,inventors,promises,wars,include,questions,programs,ports,bridge,partners,corporations,agreement,believe,takeover,police,americans,delta,area,taking,encourage,inferior,joy,scarce,qualified,cry,clever,slow,unknown,useful,loyal,DEMOCRAT,Democrat,48,1,2,-1.0,0,True,3.0,1.0,50.0
84,172,colleague,particularly,recognize,legislation,years,essentially,stated,extraordinary,father,commonsense,trillion,aliens,opinion,want,moreover,obamacare,morning,folks,year,pleased,minutes,companies,reforms,able,values,rural,problems,passed,bad,cities,man,undermine,eliminates,undocumented,cuts,taxes,workers,parks,congress,oppose,life,concerned,colleagues,seniors,capacity,deny,brought,provide,sponsored,protect,country,freedom,ensure,defending,rates,program,taxpayers,babies,policies,produce,institute,debt,rape,left,difficult,statement,nothing,sex,farmers,investors,promises,war,require,question,programs,borders,fence,allies,corporations,treaty,believe,shutdown,police,americans,delta,region,takes,enable,inferior,sorrow,scarce,unqualified,cry,clever,slow,famous,useful,loyal,REPUBLICAN,Democrat,33,1,0,-1.0,1,False,4.0,1.0,25.0
85,173,colleague,especially,recognize,measure,months,essentially,indicated,incredible,mother,sensible,billion,immigrants,opinion,want,moreover,aca,morning,people,year,happy,minutes,companies,reforms,willing,principles,underserved,problem,adopted,good,cities,woman,undermine,provides,undocumented,increases,tax,workers,parks,body,support,lives,concerned,friends,patients,capability,give,bringing,provide,supported,protect,globe,democracy,ensure,defending,rates,program,consumers,children,policies,produce,foundation,deficit,rape,left,difficult,statement,something,sexual,farmers,inventors,commitments,war,include,questions,programs,ports,bridge,allies,businesses,agreement,hope,shutdown,fire,americans,lake,area,taking,encourage,superior,joy,plentiful,qualified,laugh,clever,rapid,unknown,useful,loyal,DEMOCRAT,Democrat,42,0,1,-2.0,2,False,,1.0,90.0
86,175,colleague,particularly,acknowledge,measure,years,basically,indicated,incredible,father,sensible,trillion,immigrants,view,want,additionally,aca,morning,people,year,pleased,minutes,manufacturers,changes,willing,principles,rural,problems,passed,bad,counties,man,destroy,eliminates,undocumented,cuts,taxes,workers,parks,congress,oppose,life,concerned,colleagues,seniors,capacity,deny,brought,provide,sponsored,protect,country,freedom,ensure,protecting,rates,program,taxpayers,babies,policies,produce,foundation,deficit,rape,leaving,difficult,statement,nothing,sex,farmers,investors,commitments,wars,require,questions,programs,borders,fence,allies,corporations,treaty,hope,shutdown,police,americans,delta,region,takes,enable,inferior,sorrow,scarce,qualified,cry,stupid,slow,unknown,useless,loyal,REPUBLICAN,Democrat,27,0,2,-1.0,2,False,3.0,0.0,50.0
87,177,colleague,particularly,recognize,measure,years,basically,stated,incredible,father,commonsense,trillion,aliens,view,wanted,moreover,obamacare,morning,folks,year,pleased,minutes,companies,changes,able,values,rural,problems,adopted,good,counties,man,undermine,eliminates,illegal,cuts,taxes,workers,parks,congress,oppose,life,talking,colleagues,seniors,capacity,deny,brought,deliver,sponsored,defend,country,freedom,ensure,defending,rates,program,taxpayers,babies,policies,produce,foundation,debt,murder,left,tough,comments,something,sex,homeowners,investors,commitments,war,require,questions,activities,borders,fence,allies,businesses,treaty,believe,shutdown,police,hoosiers,delta,area,taking,enable,superior,joy,plentiful,unqualified,laugh,clever,rapid,unknown,useless,loyal,REPUBLICAN,Independent,34,0,0,0.0,-2,False,0.0,0.0,0.0
88,178,colleague,particularly,recognize,measure,months,basically,stated,incredible,father,sensible,trillion,immigrants,view,wanted,moreover,aca,evening,folks,week,happy,seconds,companies,changes,able,principles,underserved,problems,passed,bad,cities,man,destroy,eliminates,illegal,cuts,tax,workers,parks,body,oppose,life,concerned,colleagues,patients,capacity,deny,brought,deliver,sponsored,defend,country,freedom,ensure,defending,prices,project,taxpayers,babies,policies,create,institute,debt,murder,leaving,difficult,statement,nothing,sexual,farmers,investors,promises,wars,require,questions,programs,borders,fence,partners,corporations,agreement,believe,takeover,police,hoosiers,lake,region,takes,enable,inferior,sorrow,scarce,unqualified,laugh,stupid,rapid,unknown,useless,disloyal,REPUBLICAN,Democrat,63,1,2,0.0,0,False,2.0,1.0,70.0
89,179,friend,especially,acknowledge,legislation,years,basically,stated,extraordinary,mother,commonsense,trillion,immigrants,view,want,additionally,aca,evening,people,year,happy,minutes,companies,reforms,willing,principles,underserved,problems,passed,good,cities,woman,destroy,provides,undocumented,increases,tax,workers,parks,congress,oppose,lives,concerned,colleagues,seniors,capability,give,bringing,provide,sponsored,defend,globe,democracy,ensures,protecting,prices,project,consumers,children,policy,create,foundation,debt,murder,leaving,difficult,comments,nothing,sex,homeowners,inventors,commitments,wars,include,questions,programs,borders,bridge,allies,corporations,treaty,hope,shutdown,fire,americans,lake,region,takes,encourage,superior,sorrow,plentiful,unqualified,laugh,clever,rapid,famous,useful,loyal,DEMOCRAT,Independent,37,1,0,-2.0,1,True,1.0,1.0,90.0
90,180,colleague,especially,recognize,legislation,months,basically,stated,incredible,father,sensible,billion,immigrants,view,wanted,additionally,obamacare,morning,people,week,happy,minutes,manufacturers,reforms,willing,values,rural,problem,passed,bad,counties,man,destroy,eliminates,illegal,cuts,taxes,workers,forests,congress,oppose,life,concerned,colleagues,seniors,capability,deny,bringing,provide,sponsored,protect,country,freedom,ensure,defending,prices,program,taxpayers,babies,policies,produce,foundation,debt,rape,left,tough,comments,nothing,sex,farmers,investors,commitments,wars,require,question,programs,borders,bridge,partners,corporations,agreement,believe,shutdown,fire,americans,lake,region,taking,enable,superior,sorrow,scarce,qualified,cry,stupid,slow,unknown,useful,loyal,REPUBLICAN,Democrat,37,0,1,0.0,-1,False,1.0,1.0,75.0
91,181,colleague,especially,recognize,legislation,months,essentially,indicated,extraordinary,mother,sensible,billion,immigrants,view,wanted,moreover,aca,morning,people,week,happy,minutes,manufacturers,reforms,willing,principles,rural,problem,adopted,bad,cities,woman,undermine,provides,undocumented,increases,taxes,workers,forests,body,support,life,talking,colleagues,patients,capability,give,brought,provide,supported,protect,globe,democracy,ensures,protecting,rates,program,taxpayers,children,policies,produce,institute,deficit,rape,leaving,difficult,comments,something,sexual,homeowners,inventors,commitments,war,include,questions,programs,ports,bridge,allies,corporations,agreement,believe,takeover,fire,americans,lake,area,taking,enable,inferior,joy,scarce,qualified,cry,clever,rapid,unknown,useful,loyal,DEMOCRAT,Independent,26,0,0,-1.0,0,False,3.0,1.0,60.0
92,183,friend,especially,recognize,measure,months,basically,indicated,extraordinary,father,commonsense,billion,immigrants,view,want,additionally,aca,evening,people,week,happy,seconds,companies,reforms,willing,principles,underserved,problems,passed,bad,counties,woman,destroy,eliminates,undocumented,increases,tax,workers,parks,congress,oppose,life,talking,friends,seniors,capacity,deny,brought,deliver,supported,protect,country,democracy,ensure,protecting,prices,project,consumers,babies,policy,produce,foundation,debt,murder,left,tough,comments,nothing,sex,homeowners,inventors,promises,war,include,questions,programs,ports,bridge,allies,businesses,treaty,hope,takeover,police,hoosiers,delta,area,taking,encourage,inferior,sorrow,plentiful,unqualified,cry,stupid,rapid,famous,useless,disloyal,DEMOCRAT,Independent,35,1,0,0.0,-2,False,1.0,1.0,85.0
93,184,friend,especially,recognize,measure,years,basically,indicated,incredible,mother,sensible,trillion,immigrants,view,want,additionally,aca,morning,people,year,pleased,minutes,manufacturers,changes,willing,principles,underserved,problems,adopted,good,cities,woman,undermine,provides,undocumented,increases,taxes,workers,forests,congress,support,lives,talking,colleagues,seniors,capability,give,brought,provide,supported,defend,globe,democracy,ensures,defending,prices,project,consumers,children,policies,produce,foundation,debt,murder,leaving,difficult,comments,something,sex,homeowners,inventors,promises,wars,include,questions,activities,ports,bridge,partners,businesses,treaty,hope,shutdown,fire,americans,lake,region,takes,encourage,superior,joy,plentiful,qualified,laugh,clever,slow,unknown,useful,loyal,DEMOCRAT,Independent,34,0,2,-1.0,1,True,3.0,1.0,95.0
94,185,colleague,particularly,acknowledge,measure,years,essentially,stated,extraordinary,father,commonsense,trillion,aliens,view,want,additionally,obamacare,morning,folks,year,pleased,minutes,manufacturers,reforms,able,principles,underserved,problem,adopted,bad,counties,man,undermine,eliminates,illegal,cuts,taxes,employees,forests,body,oppose,lives,talking,colleagues,seniors,capacity,deny,brought,deliver,sponsored,defend,country,freedom,ensure,protecting,rates,program,consumers,babies,policy,produce,foundation,deficit,murder,leaving,difficult,statement,nothing,sexual,homeowners,investors,commitments,war,require,question,activities,borders,fence,partners,businesses,agreement,believe,shutdown,fire,americans,delta,region,takes,enable,superior,joy,plentiful,qualified,laugh,clever,rapid,unknown,useless,loyal,REPUBLICAN,Republican,53,0,3,2.0,3,False,0.0,1.0,30.0
95,186,friend,especially,recognize,measure,years,basically,stated,extraordinary,mother,commonsense,trillion,aliens,view,want,additionally,aca,evening,people,year,happy,minutes,manufacturers,reforms,able,values,underserved,problems,adopted,good,cities,woman,undermine,provides,undocumented,increases,tax,workers,forests,body,support,lives,concerned,friends,seniors,capacity,give,bringing,deliver,sponsored,protect,country,democracy,ensure,protecting,prices,project,taxpayers,children,policies,produce,foundation,debt,murder,left,difficult,comments,something,sex,farmers,inventors,commitments,wars,include,questions,programs,borders,bridge,allies,corporations,agreement,hope,takeover,fire,americans,lake,area,takes,encourage,superior,joy,plentiful,qualified,laugh,clever,rapid,unknown,useful,loyal,DEMOCRAT,Democrat,45,1,1,-1.0,-1,False,4.0,1.0,95.0
