StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,Q5_1,Q5_2,Q5_3,Q5_4,Q610,Q611,Q611_5_TEXT,Q612,Q612_4_TEXT,Q613,Q1430,Q617,Q617_7_TEXT,Q619,Q620_4,1000,Q1466,Q1467,Q1468,Q1469,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,Q1440,Q621,IP_block,IP_country,Condition,pair1,pair2,pair3,pair4,pair5,pair6,pair7,pair8,pair9,pair10,pair11,pair12,pair13,pair14,pair15,pair16,pair17,pair18,pair19,pair20,pair21,pair22,pair23,pair24,pair25
7/11/19 10:17,7/11/19 10:29,IP Address,100,683,TRUE,7/11/19 10:29,anonymous,EN,Yes,Yes,Yes,Yes,54,Female,-99,Republican,-99,3,3,Bachelor's degree,-99,Yes,72,-99,-99,-99,-99,-99,6,6,5,7,4,Unhappy 9,2,5,3,8,6,Unhappy 9,6,Unhappy 9,4,5,2,Unhappy 9,Happy 1,7,Unhappy 9,5,8,8,7,Yes,-99,1,United States,Republican or by a Democrat,comprehensive,wealth,employees,give,values,assault,recognize,respond,gain,potentially,glad,monetary,types,end,illegal,talked,reforms,mom,duty,walls,indicated,excessive,discussion,maintain,fundamental
7/11/19 10:29,7/11/19 10:32,IP Address,100,141,TRUE,7/11/19 10:32,anonymous,EN,Yes,Yes,Yes,Yes,21,Male,-99,Democrat,-99,6,6,Some college (no degree),-99,Yes,95,-99,-99,-99,-99,-99,Happy 1,Happy 1,4,2,4,Unhappy 9,Happy 1,2,Happy 1,5,Happy 1,3,4,Unhappy 9,Unhappy 9,Happy 1,2,Happy 1,Happy 1,6,4,Unhappy 9,2,Happy 1,3,ATTENTION,-99,0,United States,Democrat or by a Republican,complete,wealth,employees,give,principles,assault,recognize,respond,profit,possibly,glad,financial,types,end,criminal,spoke,reforms,mother,responsibility,walls,indicated,excessive,conversation,maintain,fundamental
7/11/19 10:34,7/11/19 10:37,IP Address,100,165,TRUE,7/11/19 10:37,anonymous,EN,Yes,Yes,Yes,Yes,62,Female,-99,Democrat,-99,6,3,High school,-99,Yes,82,-99,-99,-99,-99,-99,3,2,5,2,2,8,4,3,3,5,Happy 1,3,3,2,7,2,4,Happy 1,4,5,4,7,5,4,4,ATTENTION,none,0,United States,Republican or by a Democrat,comprehensive,prosperity,workers,contribute,values,attack,acknowledge,answer,gain,potentially,happy,monetary,kinds,finish,illegal,talked,changes,mom,duty,barriers,announced,outrageous,discussion,preserve,basic
7/11/19 10:38,7/11/19 10:41,IP Address,100,181,TRUE,7/11/19 10:41,anonymous,EN,Yes,Yes,Yes,Yes,53,Male,-99,Republican,-99,5,6,Bachelor's degree,-99,Yes,80,-99,-99,-99,-99,-99,3,Happy 1,3,4,2,Unhappy 9,3,3,Happy 1,3,Happy 1,Happy 1,4,7,Unhappy 9,3,7,Happy 1,3,8,3,Happy 1,4,3,6,yes,It was pretty straightforward,0,United States,Democrat or by a Republican,comprehensive,wealth,employees,contribute,principles,assault,recognize,answer,profit,potentially,happy,financial,types,end,criminal,spoke,reforms,mom,duty,barriers,indicated,outrageous,discussion,maintain,basic
7/11/19 10:40,7/11/19 10:46,IP Address,100,380,TRUE,7/11/19 10:46,anonymous,EN,Yes,Yes,Yes,Yes,28,Male,-99,Democrat,-99,4,4,Bachelor's degree,-99,No,24,-99,-99,-99,-99,-99,Happy 1,Happy 1,5,3,Happy 1,Unhappy 9,5,5,3,4,Happy 1,Happy 1,5,Happy 1,Unhappy 9,5,3,Happy 1,Happy 1,5,5,7,5,Happy 1,5,yes,-99,0,United States,Republican or by a Democrat,complete,prosperity,workers,give,values,attack,acknowledge,respond,gain,possibly,glad,monetary,kinds,finish,illegal,talked,changes,mother,responsibility,walls,announced,excessive,conversation,preserve,fundamental
7/11/19 10:45,7/11/19 10:48,IP Address,100,165,TRUE,7/11/19 10:48,anonymous,EN,Yes,Yes,Yes,Yes,40,Male,-99,Independent,-99,1 (very little),2,Some college (no degree),-99,No,9,-99,-99,-99,-99,-99,4,3,5,3,4,6,3,6,6,5,2,3,6,6,5,5,5,7,5,5,5,5,4,4,5,ATTENTION,Thank you for letting me participate. ,0,United States,Republican or by a Democrat,complete,prosperity,workers,contribute,principles,assault,acknowledge,respond,profit,possibly,happy,financial,kinds,end,criminal,talked,reforms,mother,duty,walls,indicated,outrageous,conversation,preserve,fundamental
7/11/19 10:40,7/11/19 10:50,IP Address,100,586,TRUE,7/11/19 10:50,anonymous,EN,Yes,Yes,Yes,Yes,29,Female,-99,Independent,-99,3,6,Bachelor's degree,-99,Yes,41,-99,-99,-99,-99,-99,4,4,5,3,4,5,4,5,4,4,3,3,5,4,7,5,5,3,5,6,4,5,4,5,4,ATTENTION,No other comments.,0,United States,Democrat or by a Republican,comprehensive,wealth,employees,give,values,attack,recognize,answer,gain,potentially,glad,monetary,types,finish,illegal,spoke,changes,mom,responsibility,barriers,announced,excessive,discussion,maintain,basic
7/11/19 10:49,7/11/19 10:52,IP Address,100,227,TRUE,7/11/19 10:52,anonymous,EN,Yes,Yes,Yes,Yes,37,Male,-99,Republican,-99,6,5,Some college (no degree),-99,Yes,82,-99,-99,-99,-99,-99,2,2,4,3,Happy 1,8,2,5,3,3,Happy 1,7,4,3,Unhappy 9,4,5,3,3,8,5,7,3,4,5,ATTENTION,-99,0,United States,Democrat or by a Republican,complete,prosperity,employees,contribute,values,attack,acknowledge,answer,gain,possibly,happy,financial,kinds,finish,criminal,talked,reforms,mother,responsibility,barriers,indicated,excessive,conversation,maintain,fundamental
7/11/19 10:45,7/11/19 10:54,IP Address,100,550,TRUE,7/11/19 10:54,anonymous,EN,Yes,Yes,Yes,Yes,47,Female,-99,Independent,-99,4,2,Associate's/professional/vocational degree,-99,Yes,50,-99,-99,-99,-99,-99,5,3,5,2,5,8,2,5,Happy 1,5,2,4,5,7,8,5,6,8,5,5,5,6,5,5,5,ATTENTION,N/A,0,United States,Republican or by a Democrat,comprehensive,wealth,workers,give,principles,assault,recognize,respond,profit,potentially,glad,monetary,types,end,illegal,spoke,changes,mom,duty,walls,announced,outrageous,discussion,preserve,basic
7/11/19 10:54,7/11/19 10:55,IP Address,100,88,TRUE,7/11/19 10:55,anonymous,EN,Yes,Yes,Yes,Yes,19,Male,-99,Republican,-99,7 (very much),5,Some college (no degree),-99,No,77,-99,-99,-99,-99,-99,7,3,4,4,4,4,3,3,7,4,Happy 1,7,6,3,6,4,4,Happy 1,2,7,6,3,2,4,8,yes,none,0,United States,Republican or by a Democrat,complete,prosperity,employees,contribute,values,attack,acknowledge,respond,gain,potentially,happy,monetary,types,finish,illegal,talked,reforms,mom,responsibility,walls,indicated,outrageous,discussion,preserve,fundamental
7/11/19 10:59,7/11/19 11:02,IP Address,100,143,TRUE,7/11/19 11:02,anonymous,EN,Yes,Yes,Yes,Yes,48,Female,-99,Independent,-99,4,4,Bachelor's degree,-99,Yes,49,-99,-99,-99,-99,-99,3,2,2,3,2,Unhappy 9,4,4,Happy 1,3,Unhappy 9,3,2,Happy 1,Unhappy 9,4,5,Happy 1,4,8,4,6,Happy 1,4,5,ATTENTION,-99,0,United States,Democrat or by a Republican,comprehensive,wealth,workers,contribute,values,assault,recognize,respond,profit,possibly,glad,financial,kinds,finish,illegal,spoke,changes,mother,responsibility,barriers,indicated,excessive,conversation,preserve,basic
7/11/19 11:01,7/11/19 11:04,IP Address,100,192,TRUE,7/11/19 11:04,anonymous,EN,Yes,Yes,Yes,Yes,36,Female,-99,Democrat,-99,6,5,High school,-99,Yes,61,-99,-99,-99,-99,-99,Happy 1,Happy 1,3,Happy 1,5,Unhappy 9,2,4,Happy 1,5,Happy 1,Happy 1,5,3,Unhappy 9,2,3,Happy 1,4,6,5,6,3,2,5,ATTENTION,-99,0,United States,Republican or by a Democrat,complete,prosperity,employees,give,principles,attack,acknowledge,answer,gain,potentially,happy,monetary,types,end,criminal,talked,reforms,mom,duty,walls,announced,outrageous,discussion,maintain,fundamental
7/11/19 11:02,7/11/19 11:05,IP Address,100,138,TRUE,7/11/19 11:05,anonymous,EN,Yes,Yes,Yes,Yes,48,Male,-99,Democrat,-99,2,5,Master's degree,-99,No,82,-99,-99,-99,-99,-99,6,6,7,2,7,Unhappy 9,3,8,4,7,4,Unhappy 9,4,2,6,4,2,8,8,Unhappy 9,4,8,3,5,2,yes,-99,0,United States,Democrat or by a Republican,comprehensive,prosperity,employees,give,principles,attack,recognize,respond,gain,possibly,happy,financial,types,finish,criminal,talked,reforms,mother,duty,walls,announced,excessive,discussion,preserve,basic
7/11/19 11:02,7/11/19 11:05,IP Address,100,228,TRUE,7/11/19 11:05,anonymous,EN,Yes,Yes,Yes,Yes,36,Female,-99,Republican,-99,4,3,Bachelor's degree,-99,Yes,28,-99,-99,-99,-99,-99,3,3,5,4,4,8,3,3,3,3,3,4,5,7,7,5,5,3,4,6,5,3,4,5,5,ATTENTION,-99,0,United States,Democrat or by a Republican,comprehensive,wealth,workers,contribute,values,assault,acknowledge,respond,gain,possibly,glad,financial,kinds,end,criminal,spoke,changes,mother,duty,barriers,announced,excessive,conversation,preserve,fundamental
7/11/19 11:02,7/11/19 11:06,IP Address,100,279,TRUE,7/11/19 11:06,anonymous,EN,Yes,Yes,Yes,Yes,45,Female,-99,Democrat,-99,5,4,Bachelor's degree,-99,Yes,75,-99,-99,-99,-99,-99,Happy 1,Happy 1,5,Happy 1,5,Unhappy 9,Happy 1,3,Happy 1,2,Happy 1,3,2,8,Unhappy 9,3,3,Unhappy 9,8,Unhappy 9,8,3,2,5,5,yes I was paying ATTENTION,Some of the words really could be looked at either way depending on context. ,0,United States,Republican or by a Democrat,complete,wealth,workers,contribute,values,assault,acknowledge,answer,profit,potentially,glad,monetary,kinds,end,illegal,spoke,changes,mom,responsibility,barriers,indicated,outrageous,conversation,maintain,fundamental
7/11/19 11:01,7/11/19 11:07,IP Address,100,372,TRUE,7/11/19 11:07,anonymous,EN,Yes,Yes,Yes,Yes,27,Male,-99,Democrat,-99,6,6,Associate's/professional/vocational degree,-99,Yes,50,-99,-99,-99,-99,-99,2,2,4,Happy 1,3,Unhappy 9,4,2,3,4,Happy 1,5,5,2,8,4,4,2,5,5,6,6,4,4,5,ATTENTION,-99,0,United States,Democrat or by a Republican,complete,prosperity,employees,give,principles,attack,recognize,answer,profit,potentially,happy,monetary,types,finish,illegal,talked,reforms,mom,responsibility,walls,indicated,outrageous,discussion,maintain,basic
7/11/19 11:05,7/11/19 11:08,IP Address,100,183,TRUE,7/11/19 11:08,anonymous,EN,Yes,Yes,Yes,Yes,30,Female,-99,Democrat,-99,5,3,Bachelor's degree,-99,Yes,81,-99,-99,-99,-99,-99,Happy 1,Happy 1,5,3,6,Unhappy 9,4,6,2,5,3,3,4,Happy 1,7,4,6,4,4,6,5,6,4,5,4,ATTENTION,-99,0,United States,Republican or by a Democrat,complete,wealth,workers,give,values,assault,acknowledge,answer,profit,possibly,glad,financial,kinds,finish,illegal,talked,reforms,mother,responsibility,barriers,indicated,excessive,conversation,preserve,basic
7/11/19 11:04,7/11/19 11:08,IP Address,100,248,TRUE,7/11/19 11:08,anonymous,EN,Yes,Yes,Yes,Yes,49,Female,-99,Republican,-99,5,5,High school,-99,Yes,46,-99,-99,-99,-99,-99,6,Happy 1,2,2,3,Unhappy 9,3,6,8,3,Happy 1,Happy 1,5,2,8,6,8,4,3,3,5,Unhappy 9,7,7,6,ATTENTION,Different words can have different feelings through out the day,0,United States,Republican or by a Democrat,comprehensive,prosperity,employees,contribute,principles,attack,recognize,respond,gain,potentially,happy,monetary,types,end,criminal,spoke,changes,mom,duty,walls,announced,outrageous,discussion,maintain,fundamental
7/11/19 11:12,7/11/19 11:14,IP Address,100,125,TRUE,7/11/19 11:14,anonymous,EN,Yes,Yes,Yes,Yes,27,Male,-99,Independent,-99,4,4,Bachelor's degree,-99,No,0,-99,-99,-99,-99,-99,Happy 1,Happy 1,5,6,Happy 1,Unhappy 9,3,4,Happy 1,5,Happy 1,3,Happy 1,Unhappy 9,Unhappy 9,5,5,Happy 1,5,5,6,Unhappy 9,5,Happy 1,5,"Yes, I was.",-99,0,United States,Democrat or by a Republican,complete,prosperity,employees,give,values,assault,acknowledge,answer,gain,possibly,glad,monetary,kinds,end,illegal,talked,reforms,mom,responsibility,walls,indicated,outrageous,discussion,preserve,fundamental
7/11/19 11:22,7/11/19 11:26,IP Address,100,238,TRUE,7/11/19 11:26,anonymous,EN,Yes,Yes,Yes,Yes,26,Male,-99,Republican,-99,5,4,Bachelor's degree,-99,Yes,40,-99,-99,-99,-99,-99,4,2,5,3,3,7,4,3,Happy 1,3,Happy 1,3,3,3,Unhappy 9,3,3,Happy 1,3,6,3,6,2,4,5,ATTENTION,No additional comments.,0,United States,Republican or by a Democrat,comprehensive,wealth,workers,contribute,principles,attack,recognize,respond,profit,potentially,happy,financial,types,finish,criminal,spoke,changes,mother,duty,barriers,announced,excessive,conversation,maintain,basic
7/11/19 11:27,7/11/19 11:34,IP Address,100,429,TRUE,7/11/19 11:34,anonymous,EN,Yes,Yes,Yes,Yes,26,Female,-99,Independent,-99,5,2,Master's degree,-99,Yes,50,-99,-99,-99,-99,-99,2,2,4,2,2,7,3,2,2,3,2,4,3,2,7,3,4,3,6,7,2,3,3,3,6,ATTENTION,none,0,United States,Democrat or by a Republican,complete,prosperity,workers,contribute,values,assault,recognize,answer,profit,potentially,happy,monetary,kinds,finish,criminal,talked,reforms,mother,responsibility,walls,announced,outrageous,conversation,preserve,basic
7/11/19 11:24,7/11/19 11:39,IP Address,100,917,TRUE,7/11/19 11:39,anonymous,EN,Yes,Yes,Yes,Yes,34,Male,-99,Democrat,-99,3,4,Some college (no degree),-99,No,72,-99,-99,-99,-99,-99,Happy 1,6,5,2,Happy 1,5,2,3,2,3,2,7,7,5,5,5,3,Happy 1,6,8,5,8,3,3,2,yes I was paying ATTENTION,n/a,0,United States,Republican or by a Democrat,comprehensive,wealth,employees,give,principles,attack,acknowledge,respond,gain,possibly,glad,financial,types,end,illegal,spoke,changes,mom,duty,barriers,indicated,excessive,discussion,maintain,fundamental
7/11/19 11:45,7/11/19 11:48,IP Address,100,132,TRUE,7/11/19 11:48,anonymous,EN,Yes,Yes,Yes,Yes,24,Female,-99,Independent,-99,4,4,Some college (no degree),-99,No,33,-99,-99,-99,-99,-99,Happy 1,Unhappy 9,Unhappy 9,4,Unhappy 9,Unhappy 9,7,Happy 1,4,Unhappy 9,2,4,6,6,3,2,4,5,4,Happy 1,Happy 1,Unhappy 9,6,5,6,yes,na,0,United States,Democrat or by a Republican,complete,prosperity,employees,contribute,values,assault,recognize,answer,profit,possibly,happy,financial,types,finish,criminal,talked,reforms,mom,duty,walls,announced,excessive,conversation,preserve,fundamental
7/11/19 11:51,7/11/19 11:52,IP Address,100,106,TRUE,7/11/19 11:52,anonymous,EN,Yes,Yes,Yes,Yes,33,Female,-99,Independent,-99,4,5,Master's degree,-99,No,50,-99,-99,-99,-99,-99,2,2,5,3,3,Unhappy 9,3,4,2,Unhappy 9,Happy 1,Unhappy 9,3,2,Unhappy 9,4,5,Happy 1,4,Unhappy 9,3,5,2,2,4,ATTENTION,none,0,United States,Republican or by a Democrat,complete,prosperity,workers,give,principles,attack,acknowledge,answer,gain,potentially,happy,monetary,types,finish,illegal,talked,reforms,mother,responsibility,barriers,indicated,excessive,discussion,preserve,basic
7/11/19 12:54,7/11/19 12:57,IP Address,100,190,TRUE,7/11/19 12:57,anonymous,EN,Yes,Yes,Yes,Yes,38,Male,-99,Democrat,-99,3,4,High school,-99,Yes,65,-99,-99,-99,-99,-99,6,Happy 1,6,7,3,4,2,6,2,6,3,4,5,Happy 1,3,8,Unhappy 9,Happy 1,Unhappy 9,8,Unhappy 9,2,8,7,2,ATTENTION,-99,0,United States,Republican or by a Democrat,comprehensive,wealth,employees,contribute,values,assault,recognize,respond,profit,possibly,glad,financial,kinds,end,criminal,spoke,changes,mom,duty,walls,announced,outrageous,conversation,maintain,fundamental
7/11/19 12:59,7/11/19 13:02,IP Address,100,172,TRUE,7/11/19 13:02,anonymous,EN,Yes,Yes,Yes,Yes,28,Male,-99,Independent,-99,1 (very little),1 (not at all),Associate's/professional/vocational degree,-99,No,29,-99,-99,-99,-99,-99,2,5,Unhappy 9,4,5,8,3,3,3,2,Happy 1,7,2,8,6,3,4,Happy 1,4,7,6,Unhappy 9,Happy 1,4,7,Yes,Nothing,0,United States,Democrat or by a Republican,complete,wealth,workers,contribute,values,assault,acknowledge,respond,profit,potentially,happy,financial,kinds,end,illegal,talked,changes,mother,responsibility,walls,indicated,excessive,conversation,preserve,basic